cholineacetyltransferase;decrease;hypothalamic;0;11354244
cholineacetyltransferase;decrease;brain region;0;11354244
leptin;secrete;adipose tissue;2;11327106
aii;mediate;pvn excitability;2;10795918
methylphenidate;increase;level;0;18978488
effect;mediate;d1 degradation;2;20237271
rat corticosterone intracerebroventricularly infusion;increase;acth;2;15240363
increase energy store;decrease;coeruleus dopamine-beta-hydroxylase expression;2;15240363
glucocorticoid action;increase;food salience;0;15240363
glucocorticoid action;increase;food ingestion;0;15240363
effect;block;lhr activation;2;23603402
contrast;increase;lh;2;16891115
cetrorelix concentration;increase;lh;2;16891115
emission compute tomography study;decrease;area blood flow;0;11588994
plasma vasopressin level;increase;period;0;17258819
result;increase;vasopressin half-life;2;17258819
contrast;increase;activity;0;24955880
release;increase;chicken pituitary gland;2;24955880
study;increase;serotonin level;2;20816814
study;increase;dopamine level;2;20816814
ssrus administration;increase;serotonin level;2;20816814
sertraline administration;increase;dopamine concentration;2;20816814
sertraline administration;increase;dopamine concentration;2;20816814
vasopressin type 2 receptor antagonist;increase;heart failure case water clearance;0;15675332
ltp;block;pka;2;19776361
dopamine transporter blockade;increase;dopamine concentration;0;18480679
amphetamine;increase;dopamine release;2;24191257
methylphenidate;inhibit;dopamine reuptake;0;24191257
methylphenidate;inhibit;norepinephrine reuptake;0;24191257
atomoxetine;increase;norepinephrine;2;16427661
i.p.;increase;norepinephrine;2;16427661
atomoxetine;increase;norepinephrine;2;16427661
i.p.;increase;norepinephrine;2;16427661
atomoxetine;increase;norepinephrine;2;16427661
i.p.;increase;norepinephrine;2;16427661
atomoxetine;increase;norepinephrine;2;16427661
i.p.;increase;norepinephrine;2;16427661
atomoxetine;increase;norepinephrine;2;16427661
i.p.;increase;norepinephrine;2;16427661
cytotoxic bombesin analog an-215;inhibit;ag carcinoma growth;2;14508826
gastric carcinoma;inhibit;bombesin an-215;0;14508826
somatostatin receptor concentration tumor;suppress;cytotoxic somatostatin an-238;0;14508826
therapy;secrete;hormone;0;19523354
child;block;dat;2;12898575
research;mediate;differ response;0;12743542
adrenaline noradrenaline treatment;increase;level;0;20146024
crystalloid fluid;increase;volume;0;18788373
hypothalamus protein kinase phosphorylation;decrease;cck coinjection;2;24735891
hypothalamus ampk phosphorylation;decrease;cck coinjection;0;24735891
hypothalamus ampk phosphorylation;decrease;leptin coinjection;0;24735891
cck coinjection;increase;cart\ per trh;0;24735891
alcohol treatment;increase;plasma acth cort level;2;22384198
ne transporter 2 action;mediate;brain norepinephrine part;2;11131159
baclofen;increase;sedation;2;18840257
vasopressin;increase;crh1 receptor mrna level;0;11337090
therapy;increase;abstinence rate;0;12215235
therapy;increase;abstinence rate;0;12215235
therapy;increase;abstinence rate;0;12215235
dsf breast cancer treatment;activate;akt signaling;2;20424113
gnrh treatment;increase;1.60;0;23451171
cart expression;regulate;glucocorticoid environment;2;15138156
release;regulate;glucocorticoid environment;2;15138156
gh signaling down-regulation;block;carcinogenesis;2;18079205
gh signaling down-regulation;block;carcinogenesis;2;18079205
tyramine;activate;net norepinephrine transport;2;23450822
dopamine;regulate;behavior;0;25257296
goldfish prp;inhibit;lh expression;2;21703272
hypothalamus pvn;mediate;no action;0;12492777
melatonin;inhibit;substance ot secretion;0;15613740
growth hormone;regulate;fuel homeostasis;0;15268648
growth hormone;regulate;fuel homeostasis;0;15268648
somatostatin;inhibit;stimulate secretion;0;11290377
body plethysmography;increase;rr;0;22019985
gnrh agonist treatment;suppress;mrna expression;0;12921701
methylphenidate;increase;activity;0;22426162
venlafaxine;inhibit;serotonin reuptake;2;12892015
antidepressant;inhibit;serotonin reuptake;2;12892015
search;inhibit;substance;0;12015296
datum;mediate;caffeine effect;0;17055161
adrenaline;inhibit;insulin release;0;12172702
agonist;inhibit;insulin release;2;12172702
metastin\ per kisspeptin-gpr 54 signaling;regulate;gnrh release two mode;2;17377846
neuron population;mediate;estrogen feedback action;2;17377846
ghrelin;increase;feed;0;17454854
atropine l-arginine ondansetron pretreatment;inhibit;ghrelin effect;2;17454854
d-lys3 pretreatment;inhibit;ghrelin effect;2;17454854
ghrp-6 pretreatment;inhibit;ghrelin effect;2;17454854
igf-1 co-incubation;decrease;brdu-labelling;0;16133120
1 oestradiol igf-1 co-incubation;decrease;pkc isoform;0;16133120
1 oestradiol igf-1 co-incubation;decrease;activate erk1\ per 2 level;2;16133120
cocaine mu opioid agonist;increase;dopamine concentration;2;12669175
gnrh antagonist;block;lh increase;0;10855688
tgfbeta;secrete;neurohypophysis;0;15214860
tgfbeta;regulate;pituitary cell proliferation;0;15214860
tgfbeta;regulate;pituitary cell secretion;0;15214860
summary;decrease;increase plasma igf-i concentration st response;2;11881928
est grow horse treatment;decrease;increase plasma igf-i concentration st response;2;11881928
accordance;increase;chemotherapeutic agent effect;2;19706685
flux obstruction;increase;chemotherapeutic agent effect;2;19706685
in2-ghrelin variant mrna level;increase;pit;0;17496153
in2-ghrelin variant mrna level;decrease;obese mouse hpt;0;17496153
in2-ghrelin variant mrna level;decrease;obese mouse pit;0;17496153
disulfiram;inhibit;dopamine beta-hydroxylase;2;10723850
disulfiram;decrease;norepinephrine synthesis;2;10723850
ngf treatment;increase;subtype characteristic receptor;0;14500754
treatment withdrawal;increase;ngf;2;14500754
receptor;increase;ngf;2;14500754
hormone synthesis proliferation pituitary estrogen effect;mediate;estrogen receptor;0;10650942
hormone synthesis regulation pituitary estrogen effect;mediate;estrogen receptor;0;10650942
hormone synthesis proliferation pituitary estrogen effect;mediate;er;0;10650942
hormone synthesis regulation pituitary estrogen effect;mediate;er;0;10650942
lh neurone;activate;fast hypoglycemia;0;12679367
contrast;decrease;complication;0;16669974
glucocorticoid;mediate;receptor;0;18399546
glucocorticoid;mediate;receptor;0;18399546
glucocorticoid;mediate;gr;0;18399546
glucocorticoid;mediate;gr;0;18399546
melatonin;secrete;bloodstream;0;24846082
melatonin;inhibit;ser307 phosphorylation;0;24846082
melatonin;increase;glut-4 expression;0;24846082
somatostatin;regulate;cell proliferation;0;24163059
somatostatin;inhibit;growth factor secretion;0;24163059
hepatocarcinoma;mediate;stress;0;24163059
pituitary corticotrope adrenocorticotropic hormone;increase;inflammation;0;12624539
pituitary corticotrope acth;increase;inflammation;0;12624539
aii;mediate;pvn excitability;2;10795918
akt phosphorylation level;regulate;liver;0;24173540
erk phosphorylation level;regulate;liver;0;24173540
akt phosphorylation level;regulate;muscle;0;24173540
erk phosphorylation level;regulate;muscle;0;24173540
dexamethasone;suppress;lh release;2;12969239
antidepressant;block;noradrenaline;2;22419332
tca;block;noradrenaline;2;22419332
contrast;increase;adenosine effect;0;10691246
contrast;increase;30 nm effect;0;10691246
contrast;mediate;affective state;0;16545872
u-69593;decrease;dat protein;2;11125013
pvn activation;increase;ventilation;0;20708107
pvn activation;increase;volume;0;20708107
pvn activation;increase;frequency;0;20708107
pvn activation;increase;blood pressure;0;20708107
pvn activation;increase;heart rate;0;20708107
da uptake dat binding kappa-agonist action;mediate;mechanism;0;11125013
pvn activation;increase;nerve activity;0;20708107
datum;suppress;tumor gh prl secretion;0;12466351
vitro progesterone;increase;e (2)- secretion;0;17977590
il-6;increase;mek activation;2;16899572
adrenaline noradrenaline treatment;increase;level;0;20146024
crf-r1 mrna expression reduction;inhibit;pka pretreatment;2;12121497
leptin;increase;lh secretion;2;11264725
ischemia gh 1 2 mg\ per kg dose;decrease;lipid peroxidation level;2;21439711
ischemia\ per reperfusion gh 1 2 mg\ per kg dose;decrease;lipid peroxidation level;2;21439711
haloperidol;increase;npy-li;2;10931533
haloperidol;increase;npy-li;2;10931533
contrast;decrease;npy-li tissue level;2;10931533
change;mediate;plasma cortisol surge;2;17138651
neuron datum;increase;prime vesicle amount;0;22905234
datum;increase;prime vesicle amount;0;22905234
neuron datum;increase;exocytosis amount;0;22905234
datum;increase;exocytosis amount;0;22905234
epileptic discharge;increase;electroencephalography;2;19735986
research;mediate;change;0;18977208
body plethysmography;increase;rr;0;22019985
estrogen;decrease;female caffeine substance efficacy;0;24681088
breath co (2)-;increase;plasma cortisol level;2;16962720
clonidine;increase;dopamine output;2;18977208
0.003 mg\ per kg;increase;dopamine output;2;18977208
i.p.;increase;dopamine output;2;18977208
sgaanat1;regulate;signal;0;24039227
sgaanat1;regulate;clock system;0;24039227
fluoxetine activity;mediate;serotoninergic receptor pathway effect;2;21098897
prolactin;inhibit;dopamine;2;25453900
prl;inhibit;dopamine;2;25453900
adipogenesis;mediate;glucocorticoid;2;24297897
adipocyte precursor cell conversion;mediate;glucocorticoid;2;24297897
dexras1;mediate;obesity;0;24297897
gnrh3;upregulate;female brain;0;23174456
gnrhr1a;upregulate;female brain;0;23174456
contrast;mediate;affective state;0;16545872
pituitary gland;inhibit;gaba release;0;12488823
rfrp-3;suppress;rat gnrh-stimulated lh secretion;2;18653621
gh;suppress;glucose tolerance test;2;17033266
lh;suppress;injection;0;11109973
agrp mrna pomc ratio;decrease;rat;0;10875247
npy concentration;increase;14 patient 12;0;11181849
summary;decrease;increase plasma igf-i concentration st response;2;11881928
est grow horse treatment;decrease;increase plasma igf-i concentration st response;2;11881928
buspirone;block;d2 dopamine presynaptic;2;19024168
5-hydroxytryptaminelum autoreceptor agonist;block;d2 dopamine presynaptic;2;19024168
result;mediate;insulin hormone effect;2;18479830
hormone;secrete;gnrh neuron;2;17706588
gnrh;secrete;gnrh neuron;0;17706588
study;increase;poly-therapy trend;2;23349595
gnih;inhibit;release;0;16902951
gnih;inhibit;gnrh release;0;16902951
cart;inhibit;glucose stimulate insulin secretion;2;16842887
fluoxetine;inhibit;testosterone level;2;20864192
54 g\ per l;inhibit;testosterone level;2;20864192
tumor cell tr4 force overexpression;increase;proopiomelanocortin transcription acth secretion proliferation;2;23653479
saccharomyce;activate;protein kinase;0;11121776
saccharomyce;activate;mapk;0;11121776
saccharomyce;activate;cascade;0;11121776
hes1 hey1;activate;p53;2;14990790
tfap4;activate;p53;2;14990790
stat3 mutant;inhibit;growth;0;12646574
aggrecan type ii collagen amount;decrease;degenerative group;0;25433723
far1 pool;regulate;cdc24 access;2;11121776
rptp number;regulate;rptk protein activity;2;23814054
1 bfa pretreatment;increase;pip2 signal;2;16741017
ghrelin;suppress;nerve activity;0;25505608
ghrelin;suppress;csna;0;25505608
pdgf-bb response pdgfbeta receptor phosphorylation;inhibit;syk inhibitor;0;19038866
p21 interfere rna transfection;block;as2o3-induced cell growth arrest;0;16283431
npdc-1 protein level;regulate;degradation;2;15229225
pathway rheb-target-of-rapamycin;regulate;process;0;17038544
npdc-1 activity;regulate;degradation;2;15229225
endogenous cdk1 expression;decrease;inhibition overexpression;0;21170085
endogenous cdk1 expression;decrease;inhibition increase;0;21170085
pathway s6k;regulate;process;0;17038544
ampk phosphorylation;increase;cardiomyocyte;0;23277190
camkius activation;mediate;ampk activation;2;23277190
day;inhibit;pgf;2;19403999
glucocorticoid receptor;mediate;effect;0;22832354
fenretinide;increase;testosterone;2;24241787
igf2;increase;estradiol progesterone production;0;17360960
datum;regulate;ape\ per ref -1 translocation;0;17599408
translation increase;block;s6k;2;20177060
cdx2;regulate;cell differentiation;0;19686845
ghrelin;increase;fast energy restriction;0;24760977
plc;activate;g protein g subunit;0;21906583
plc;activate;g protein g subunit;0;21906583
plc;activate;peptide g subunit;0;21906583
exogenous grk2;increase;growth factor receptor erk activation downstream;2;24018045
exogenous grk2;increase;egfr erk activation downstream;2;24018045
tumor suppressor pten;inhibit;cell pi3k signaling;0;25462559
gh ability;block;rapamycin;2;17284572
er;inhibit;cdx2 transcription;2;19686845
e2 protein;inhibit;luciferase gene expression;2;10982822
h4iie cell gh protein synthesis activation;inhibit;rapamycin;2;17284572
pregnancy day 16-18;inhibit;pgf;2;20431249
melatonin;increase;crop production;0;22016420
pregnancy;decrease;pgf;2;20431249
pregnancy;decrease;pgf;2;20431249
ghrelin arc pvn injection;increase;food intake;0;15817841
pregnancy;decrease;endometrium cell pgf synthesis;2;20431249
ghrelin;increase;rq;0;15817841
pregnancy;decrease;endometrium cell pgf expression;2;20431249
c-myc;increase;treatment;0;18697743105422191819697310723135108718541105789811297505114207041155564012172553123702901254378912747827126210621452741812954616152180331549902088876869695821102002801572810915797377159280811595205916305491164525011676485417041627171601371761343317616676176045971759651617804741179112671796280610660304
response;inhibit;rapamycin;2;18697743105422191819697310723135108718541105789811297505114207041155564012172553123702901254378912747827126210621452741812954616152180331549902088876869695821102002801572810915797377159280811595205916305491164525011676485417041627171601371761343317616676176045971759651617804741179112671796280610660304
result;regulate;c-myc;2;19332536108871501854206011046155112528931126821811296295114308251154417511864601120497391245342712883011136798531498292015197178197551381935309660782980906298379349858526100971421043090715522869158314611643222716673873167549551677483316880778169455521713609317136094168781581686217517272271175124021752533217597761179932391798686018079179185709611857977811018009
myc;upregulate;cancer;0;24705139
tumor suppressor p53;downregulate;expression;0;17001315
nine gene;regulate;p53 activity;2;1499079010473132103939351061870310677478109103641096471811016968110990281106991411684014117473201184032712399594124371201247739112526791125314731259026112843196128933661293232414514886702878818316921352858790951275660928543157864233790072329007243910229891533959153396928874095292489774969100651531022729310549356
hes1 hey1;activate;p53;2;1499079010473132103939351061870310677478109103641096471811016968110990281106991411684014117473201184032712399594124371201247739112526791125314731259026112843196128933661293232414514886702878818316921352858790951275660928543157864233790072329007243910229891533959153396928874095292489774969100651531022729310549356
finding;mediate;egfr signaling pathway;2;23178488120754021973710612670303127001211281425514522905146485881528933435195462253244829235676494778744354942620397969959923704155491071612086116456578169046691705115617118341174969231762264717611714202379632134622021402102219793072285478121129061108000921105789511121071113315801829558118275850186284011866942818985161191087131938324518832593192866641953302512174879
tfap4;activate;p53;2;1499079010473132103939351061870310677478109103641096471811016968110990281106991411684014117473201184032712399594124371201247739112526791125314731259026112843196128933661293232414514886702878818316921352858790951275660928543157864233790072329007243910229891533959153396928874095292489774969100651531022729310549356
p27 expression;increase;gastric cancer adenoma progression;0;10779641
cyclin d1 expression;decrease;tumor progression;0;10779641
datum;regulate;pp2a activity;0;20533062
datum;regulate;pp2a activity;0;20533062
c-myc p53 expression;increase;huh-7 cell;0;14745598
mkk4 form;inhibit;cd95-mediated jnk activation;0;11410864
mekk1;activate;pathway;0;10918063
mkk4 mkk7 jnk\ per sapk mkk3 mkk6 form co-expression;suppress;reporter gene expression;0;10918063
p38alpha form co-expression;suppress;reporter gene expression;0;10918063
pkcdelta\ per ras\ per mekk1 \ per mkk1-dependent\ per ap -1 pathway;regulate;sprr1b expression;0;10918063
mkk4;activate;jnk;0;17641059
mkk4;activate;mapk;0;17641059
cell proliferation activity decrease contrast;increase;development;0;11529881
histone acetylation;regulate;histone acetyltransferase;2;15476886
mdm2;regulate;p53 tumor suppressor;0;15734743
translocation;block;herbimycin;2;12112023
p14;regulate;activity;0;12869197
cortisol;downregulate;mammal;0;21887296106605511043867710802282110079011172891812052464124642401254129612746316129145321295997114500557145190988268474197146954501343651832803762521890240716721108531991808207400417784128432789822477880674517942157155279711548622615618479156184841570995915947887159470671637638416457828167630831690199017535883175358841763446217641289174703711768999618096659182399791825868218931045190739031944808321451143178485598984741952533310674279
cortisol;downregulate;level;0;21887296106605511043867710802282110079011172891812052464124642401254129612746316129145321295997114500557145190988268474197146954501343651832803762521890240716721108531991808207400417784128432789822477880674517942157155279711548622615618479156184841570995915947887159470671637638416457828167630831690199017535883175358841763446217641289174703711768999618096659182399791825868218931045190739031944808321451143178485598984741952533310674279
myc;activate;transcription;0;16316993
erk;regulate;apoptosis;0;15672448
therapy;inhibit;protein;0;18483317
therapy;inhibit;pathway;0;18483317
tmp;block;erk;2;23247439
tmp;activate;p53;2;23247439
tmp;activate;p53;2;23247439
n-myc;regulate;pattern formation;0;21562282
contrast;inhibit;condition;0;2146080421394080
cdk6;downregulate;treatment;0;2226618723235255
protein degradation;mediate;ubiquitin;0;11311237
protein degradation;mediate;ub;0;11311237
irradiation;activate;p53;2;14712074
latter;activate;erk kinase;2;25145835
tgf-beta;inhibit;cell proliferation;0;15333329
tgf-beta;inhibit;enzyme activity;0;15333329
tgf-beta;inhibit;phosphorylation;0;15333329
tgf-beta;increase;p15;0;15333329
activation;inhibit;mek;2;11274363105938831033017010713157108112241090866811032806110739402831066850637679920577759517764652885520718617871866280390025219069255909633691620929177222930563893548119384583938458495164389535930961850797120469759885979019498519329886415989095199734821018780410669751
study;regulate;hepatocellular carcinoma;2;22228088
p21;regulate;cell cycle;0;15947694
p27;regulate;cell cycle;0;15947694
contrast;decrease;proliferation;0;15544931
estrogen receptor;regulate;gene transcription;0;244410412211707921779010212235692168053822427816227118542290263822863777230008971090865511329139123344911183958012526785126674521509374324259421603713216636675170065371714534517440111173675451754563418344977183850391838815019136968192375371970124219801972199201891988764720103625200201972107803921305704214551802145518121356307
arf;regulate;mdm2;2;16491126
chk1;upregulate;carcinoma;2;15707569
tumor suppressor p53;downregulate;expression;0;17001315
model;regulate;cyclin d1;2;21779442100759289199319103856181053100510934345111248031154417511850621123868171242990912429916126486711451729715190204152209311528982515475007154966571559250715735756158768751613801016393691167748331694262216969133181634641827757184140281860678319291319293801638608683918269789893779588448108113838937884913788524413860801486290238636218893966889398499136925937296798325039925749941787520506465862485110373511
dopamine;inhibit;activity;0;19020776
p53;mediate;apoptosis;0;1823159417081985164554861072274211080164110940891126525011593407115728691222665712620801127197151291763614730303152426461528037720057818479525825203782934687838736948866115661530161480071628845910535925
bmal1;regulate;feedback;0;25369242
astemizole ezh2-eed interaction disruption;inhibit;activity;0;25369470
interleukin-6 concentration;increase;significance melatonin application;2;25350595
interleukin-6 concentration;increase;361.32 235.22 pg\/ml 262.58 233.92 pg\/ml melatonin application;2;25350595
fosl2 expression;regulate;tgf;2;25375657
protein;regulate;erk function;2;25375375
erk sustained activation;inhibit;autophagy process maturation step;0;25375375
bmal1;regulate;feedback;0;25369242
interleukin-6 concentration;increase;significance melatonin application;2;25350595
interleukin-6 concentration;increase;361.32 235.22 pg\/ml 262.58 233.92 pg\/ml melatonin application;2;25350595
arctigenin;inhibit;ar protein expression;0;25380086
combination treatment;inhibit;ar pi3k\/akt pathway;2;25380086
proanthocyanidin;mediate;collagen cross-linking;2;25379878
pac;mediate;collagen cross-linking;2;25379878
proanthocyanidin;enhance;dentin collagen base tissue property;2;25379878
pac;enhance;dentin collagen base tissue property;2;25379878
pac;decrease;collagen digestion;2;25379878
pai-1;inhibit;vegfr-2 binding;2;25378411
pai-1;inhibit;vegfr-2 binding;2;25378411
t. matsutake mycelium extract;decrease;activity;0;25319362
tropoelastin expression;increase;fibroblast;0;25319362
mmp-1 induction t. matsutake mycelium extract effect;mediate;fibroblast p38 inhibition;0;25319362
mycosporine-gly treatment;increase;skin inflammation response;0;253175351356394154804871275213712661961125883831123363824374576223618572216384721672617974572921556168211906742061724920479978203626922045466915986833161510801635469516583025166729631797028118157682184744601869756518312388
sesn3;activate;mtorc2;2;25377878
elastin;regulate;pre-stretch;0;25301303
klotho expression;decrease;glucose tolerance;2;25377875
addition;suppress;foxo1 phosphorylation;2;25377663
klotho protein administration;suppress;foxo1 phosphorylation;2;25377663
addition;suppress;akt phosphorylation;2;25377663
klotho protein administration;suppress;akt phosphorylation;2;25377663
icariin;suppress;bone degradation;2;25374443
ape;decrease;tgf 1 elevation;2;25373883
2.6 5.2;decrease;tgf 1 elevation;2;25373883
ape;decrease;collagen i elevation;2;25373883
2.6 5.2;decrease;collagen i elevation;2;25373883
ape;decrease;collagen iii expression elevation;2;25373883
2.6 5.2;decrease;collagen iii expression elevation;2;25373883
ape action mechanism;decrease;tgf 1 level;2;25373883
ape action mechanism;block;tgf \/ smad signaling pathway;2;25373883
response cox-2 activation;mediate;pik3\/akt pathway;2;25371970
28 day rat mc fruit extract administration;decrease;fast blood glucose level;2;25371774
28 day rat 1.5 body weight administration;decrease;fast blood glucose level;2;25371774
niacin;activate;pi3k\/akt;2;25375133
carcinogenesis process;regulate;antioxidant enzyme;0;25225603
carcinogenesis process;regulate;antioxidant enzyme;0;25225603
carcinogenesis process;regulate;enzyme;0;25225603
carcinogenesis process;regulate;enzyme;0;25225603
bxpc3 tumor cell tgfbus addition;inhibit;growth;0;25369402
bxpc3 tumor cell tgfbus addition;inhibit;migration;0;25369402
procedure;increase;collagen synthesis;2;25367711
atorvastatin;increase;bax reaction intensity;2;25366571
100 etoh myocyte incubation;decrease;elastin;2;25142777
100 etoh myocyte incubation;decrease;increase collagen content;2;25142777
ampk inhibitor compound c;block;collagen stimulation;0;25142777
ampk inhibitor compound c;block;adamts1 protein stimulation;0;25142777
phosphatase;enhance;pi3k\/akt signal pathway;2;25364523
tensin homolog;enhance;pi3k\/akt signal pathway;2;25364523
pten;enhance;pi3k\/akt signal pathway;2;25364523
activity;enhance;pi3k\/akt signal pathway;2;25364523
rgs5 deficiency;decrease;collagen content;2;25363362
gen;block;tak1\/mkk4\/jnk pathway;2;25362897
collagen;increase;three model alveolar airway wall;0;25106431
datum;decrease;permeation;0;25068721229522182133863523391444235241882377021311063882111563951293263517373518323940817412679717218744570927804696660881592198016023192160237531621153816919353172920791756955419324684199025272038518523036225
inflammation;enhance;matrix degradation;2;25067996
adam9;regulate;collagen accumulation;2;25063875
conclusion;inhibit;pi3k\/akt pathway;2;25356754
emilin1 deficiency;mediate;mapk\/phosphorylated erk1;2;2505670020576933202996902116326420809794210756492194941222007101220348902187145822265892226395472259599022827975229406052291764423162011236373352451304011028464115839611208214312142029124442021247564412952829147017371521790615473488567073671878263739919376914917323538425319904406895932041554600415632106158270621595613816530041166451421698011616973908172934781839082018955677190650031936313619584318196272671966146319647408199226302020190121133377
emilin1 deficiency;mediate;erk2;2;2505670020576933202996902116326420809794210756492194941222007101220348902187145822265892226395472259599022827975229406052291764423162011236373352451304011028464115839611208214312142029124442021247564412952829147017371521790615473488567073671878263739919376914917323538425319904406895932041554600415632106158270621595613816530041166451421698011616973908172934781839082018955677190650031936313619584318196272671966146319647408199226302020190121133377
emilin1 deficiency;mediate;tgf;2;2505670020576933202996902116326420809794210756492194941222007101220348902187145822265892226395472259599022827975229406052291764423162011236373352451304011028464115839611208214312142029124442021247564412952829147017371521790615473488567073671878263739919376914917323538425319904406895932041554600415632106158270621595613816530041166451421698011616973908172934781839082018955677190650031936313619584318196272671966146319647408199226302020190121133377
disease;mediate;mapk\/phosphorylated erk1;2;2505670020576933202996902116326420809794210756492194941222007101220348902187145822265892226395472259599022827975229406052291764423162011236373352451304011028464115839611208214312142029124442021247564412952829147017371521790615473488567073671878263739919376914917323538425319904406895932041554600415632106158270621595613816530041166451421698011616973908172934781839082018955677190650031936313619584318196272671966146319647408199226302020190121133377
disease;mediate;erk2;2;2505670020576933202996902116326420809794210756492194941222007101220348902187145822265892226395472259599022827975229406052291764423162011236373352451304011028464115839611208214312142029124442021247564412952829147017371521790615473488567073671878263739919376914917323538425319904406895932041554600415632106158270621595613816530041166451421698011616973908172934781839082018955677190650031936313619584318196272671966146319647408199226302020190121133377
disease;mediate;tgf;2;2505670020576933202996902116326420809794210756492194941222007101220348902187145822265892226395472259599022827975229406052291764423162011236373352451304011028464115839611208214312142029124442021247564412952829147017371521790615473488567073671878263739919376914917323538425319904406895932041554600415632106158270621595613816530041166451421698011616973908172934781839082018955677190650031936313619584318196272671966146319647408199226302020190121133377
research;increase;health care service use;0;25368165
research;enhance;life quality;0;25368165
type i collagen expression;increase;concentration manner;0;25352963
tgf expression;increase;emd 100 g\/ml;0;25352963
lung septation defect;decrease;tgf 2 level;2;24962333
addition;upregulate;ctgf expression;2;25351242
visfatin concentration hsc treatment;upregulate;ctgf expression;2;25351242
collagen secretion;decrease;a549 culture medium ls-102 synoviolin inhibitor addition;0;25351210
hyperhomocysteinemia;increase;balloon injury rat vascular adventitium collagen type i accumulation;2;25350112
hhcy;increase;balloon injury rat vascular adventitium collagen type i accumulation;2;25350112
vegf;activate;anti-neovascularization mechanism;0;25349789
dn cell;activate;collagen transcription;2;25349198
dn mouse kidney;activate;collagen transcription;2;25349198
salum;inhibit;elastin fragmentation;2;24916705
glucose;decrease;mmp-1 expression;0;24904926
polypeptide synb1-elp-pkus;inhibit;pka activity;2;24903464
polypeptide synb1-elp-pkus;inhibit;pka activity;2;24903464
lox expression;upregulate;belomycin;2;25348956
hhcy;increase;elastin;2;24896329
hhcy;increase;collagen deposition;2;24896329
mouse diet sulforaphane;increase;ex vivo adhesion;0;24880493
mouse diet sulforaphane;increase;ex vivo adhesion;0;24880493
protein therapeutics;increase;number;0;24871936
protein therapeutics;increase;frequency;0;24871936
cse;increase;ecm molecule collagen i collagen iii fibronectin cell proliferation;2;25344066
cse;increase;ecm molecule collagen i collagen iii fibronectin deposition;2;25344066
active;enhance;therapeutics accumulation;2;24856169
collagen cross-linking;decrease;kc progression;0;25343263
caffeine;inhibit;collagen biosynthesis;2;2534288512960921174888045432063432385471399612213589860379016709440174087001756747424275088178041111789931618491034183202911911499019427585195137552280947115164313
concomitantly;increase;polymerase activity;2;25361036
adipose tissue fibrosis;increase;at rigidity;0;25337653
testosterone;decrease;age;0;25360023
hsya treatment;decrease;collagen synthesis amount;2;2533721817433563176788831767862917941891190840791918882819224893197006472056450721508343216772952219782523275087245481862512077211448960117392751200385512567893126447241282919216639718601637158945331608763516113066165568681714118318060181
trophic unit elastin change remodel;dysregulate;disease pathology;0;24747433
trophic unit collagen change remodel;dysregulate;disease pathology;0;24747433
mycose case;increase;year;0;25358415
fl772;inhibit;yeast cell s6k phosphorylation;2;25356520
muscle cell phenotype control;regulate;tgf activation;2;24679588
muscle cell phenotype control;regulate;tgf availability;2;24679588
synthesis;increase;elastin gene;2;24670922
collagen fluorescence intensity;increase;dadsc adsc group;0;2466416719072088200138482013137020568271206797262083075920528146213914252128756221858450219592382168906222359557225656362303153123197781233726962411502511304456118003741267141712903682146533581557778216425555165147971667682516826069171410881740974617895858182374941798998819089456
collagen increase;increase;session number;0;24641603
decrease elastin content increase;increase;session number;0;24641603
infarct;increase;patient;0;25352047
elastin content;decrease;age;0;2456157924637262
iium fibroblast treatment;up-regulate;67-kda elastin protein production;2;24525372
liver;mediate;degradation;2;24504736
elastin secretion;decrease;6 month;0;24503000
class ii fibromodulin decorin class i member;regulate;collagen fibrillogenesis;2;24443020
class ii fibromodulin decorin ii member;regulate;collagen fibrillogenesis;2;24443020
class ii fibromodulin biglycan class i member;regulate;collagen fibrillogenesis;2;24443020
class ii fibromodulin biglycan ii member;regulate;collagen fibrillogenesis;2;24443020
lung fibroblast;increase;elastin type v collagen tenascin c. gene expression;2;24291458
6;inhibit;cell survival migration mt1-mmp expression;2;24194191161234001589978416306453163716001655752017308049176027101807434918708613200212542104129822232368221780792159386222512648105481141071312610742145109981351144896411778052120821431254375412682293127781321284208712858548149847641516182310190567107897621607024253252455830904626515632016156321061578132216151532
iv;inhibit;cell survival migration mt1-mmp expression;2;24194191161234001589978416306453163716001655752017308049176027101807434918708613200212542104129822232368221780792159386222512648105481141071312610742145109981351144896411778052120821431254375412682293127781321284208712858548149847641516182310190567107897621607024253252455830904626515632016156321061578132216151532
6;inhibit;mcec fak\/pi -3 k\/mtor\/akt phosphorylation;2;24194191161234001589978416306453163716001655752017308049176027101807434918708613200212542104129822232368221780792159386222512648105481141071312610742145109981351144896411778052120821431254375412682293127781321284208712858548149847641516182310190567107897621607024253252455830904626515632016156321061578132216151532
iv;inhibit;mcec fak\/pi -3 k\/mtor\/akt phosphorylation;2;24194191161234001589978416306453163716001655752017308049176027101807434918708613200212542104129822232368221780792159386222512648105481141071312610742145109981351144896411778052120821431254375412682293127781321284208712858548149847641516182310190567107897621607024253252455830904626515632016156321061578132216151532
ear cartilage chondrocyte culture ltbp-2 addition;block;elastinogenesis;2;24148803
ctgf;regulate;ecm deposit;0;24052232
adv-ctgf;enhance;ctgf expression;0;24052232
